h3_cell,latitude,longitude,bairro_clean
89818398003ffff,-8.061738675914622,-34.90613780558051,ilha do retiro
89818398003ffff,-8.0609598,-34.9054384,madalena
89818398003ffff,-8.061195016061575,-34.90636295702425,madalena
89818398003ffff,-8.06114776016537,-34.905563104605285,ilha do retiro
89818398003ffff,-8.061131749000838,-34.90664248469814,madalena
89818398003ffff,-8.0630361,-34.9059469,ilha do retiro
89818398003ffff,-8.0616907,-34.9061727,ilha do retiro
89818398003ffff,-8.061388017282141,-34.906960391537304,ilha do retiro
89818398003ffff,-8.061146768100864,-34.90629891252767,ilha do retiro
89818398003ffff,-8.061077808781153,-34.90639954791568,madalena
89818398003ffff,-8.061159816167581,-34.90638877504683,madalena
89818398003ffff,-8.061576791161949,-34.90586240975859,ilha do retiro
89818398003ffff,-8.061367625844031,-34.90594293417771,ilha do retiro
89818398003ffff,-8.061585702042795,-34.906669175328794,madalena
89818398003ffff,-8.063013440617343,-34.90655369125658,ilha do retiro
89818398003ffff,-8.06107924532468,-34.90590227640606,madalena
89818398003ffff,-8.0624,-34.9067609,ilha do retiro
89818398003ffff,-8.061598089858476,-34.90598571364479,ilha do retiro
89818398003ffff,-8.061630131842698,-34.90671582291961,madalena
89818398003ffff,-8.061213998630478,-34.90631713973972,madalena
89818398003ffff,-8.06118105846713,-34.90636167662062,ilha do retiro
89818398003ffff,-8.0622747,-34.9060139,ilha do retiro
89818398003ffff,-8.061433294344189,-34.90647178265723,madalena
89818398003ffff,-8.060946825075497,-34.906186430392346,ilha do retiro
89818398003ffff,-8.061685995763561,-34.90609151111888,ilha do retiro
89818398003ffff,-8.06220876632793,-34.90642412202544,ilha do retiro
89818398007ffff,-8.059683748832441,-34.908603794902305,madalena
89818398007ffff,-8.058820643270556,-34.90742232826367,madalena
89818398007ffff,-8.059808,-34.908286,madalena
89818398007ffff,-8.061267354314154,-34.90859384874039,madalena
89818398007ffff,-8.060000244115392,-34.90803474560664,madalena
89818398007ffff,-8.0608024,-34.9092239,madalena
89818398007ffff,-8.0602742,-34.9074045,madalena
89818398007ffff,-8.059880902866652,-34.90827894574923,madalena
89818398007ffff,-8.059684273461222,-34.90982012865817,madalena
89818398007ffff,-8.059592522920447,-34.90961630753378,madalena
89818398007ffff,-8.0582086,-34.9090594,madalena
89818398007ffff,-8.058648108278929,-34.90766831308111,madalena
89818398007ffff,-8.059901433488008,-34.90850715782001,madalena
89818398007ffff,-8.0598866,-34.907091,madalena
89818398007ffff,-8.0591116,-34.909632,madalena
89818398007ffff,-8.059462197397792,-34.90945723402966,madalena
89818398007ffff,-8.05941406490176,-34.90958721838239,madalena
89818398007ffff,-8.0595445,-34.9093351,madalena
89818398007ffff,-8.059352876459355,-34.90999043314956,madalena
89818398007ffff,-8.058834597245259,-34.907628401220826,madalena
89818398007ffff,-8.059373747638817,-34.90915259197797,madalena
89818398007ffff,-8.060817154936787,-34.9091664197045,madalena
89818398007ffff,-8.0601536,-34.9075797,madalena
89818398007ffff,-8.0607869,-34.9086895,madalena
89818398007ffff,-8.059428681472427,-34.90964731619172,madalena
89818398007ffff,-8.05903647404485,-34.90902425223986,madalena
89818398007ffff,-8.0598645,-34.9087604,madalena
89818398007ffff,-8.060562439138208,-34.90827135366222,madalena
89818398007ffff,-8.059884415246007,-34.910185998610885,madalena
89818398007ffff,-8.058303443277353,-34.90784065675295,madalena
89818398007ffff,-8.058817218659916,-34.90743409628648,madalena
89818398007ffff,-8.060497880098168,-34.909585419136086,madalena
89818398007ffff,-8.058415518369907,-34.9076321424597,madalena
89818398007ffff,-8.059921536758091,-34.907879142609126,madalena
89818398007ffff,-8.0607455,-34.9097217,madalena
89818398007ffff,-8.059916186076036,-34.90834582230084,madalena
89818398007ffff,-8.061053864077508,-34.90887142551253,madalena
89818398007ffff,-8.0596322,-34.9087759,madalena
89818398007ffff,-8.060646656380534,-34.90927193152555,madalena
89818398007ffff,-8.0592995,-34.909998,prado
89818398007ffff,-8.0600141,-34.9104713,madalena
89818398007ffff,-8.0592378,-34.907096,madalena
89818398007ffff,-8.059924886371148,-34.90847765455612,madalena
89818398007ffff,-8.0606075,-34.9078567,madalena
89818398007ffff,-8.059104840747851,-34.909538433725494,madalena
89818398007ffff,-8.0605401,-34.9073067,madalena
89818398007ffff,-8.0588106,-34.9094038,madalena
89818398007ffff,-8.059765,-34.9093415,madalena
89818398007ffff,-8.059082956690107,-34.90964127120378,madalena
89818398007ffff,-8.05915559521268,-34.91010581403648,madalena
89818398007ffff,-8.059398699273338,-34.9100046691502,madalena
89818398007ffff,-8.0598234,-34.9091166,madalena
89818398007ffff,-8.0598703,-34.9096981,madalena
89818398007ffff,-8.059219736614496,-34.909841233825006,madalena
89818398007ffff,-8.059381471541196,-34.909871077739744,madalena
89818398007ffff,-8.058581928951124,-34.907531467275724,madalena
89818398007ffff,-8.0608336,-34.9098153,madalena
89818398007ffff,-8.0593636,-34.9070933,madalena
89818398007ffff,-8.059019007985409,-34.90758463829309,madalena
89818398007ffff,-8.059981374840282,-34.90858287273258,madalena
89818398007ffff,-8.058585808899522,-34.907427826635235,madalena
89818398007ffff,-8.058538740732907,-34.90744306391248,madalena
89818398007ffff,-8.060019,-34.9075635,madalena
89818398007ffff,-8.0614124,-34.9096034,madalena
89818398007ffff,-8.059168624259616,-34.90938241039676,madalena
89818398007ffff,-8.0596383,-34.9072156,madalena
89818398007ffff,-8.0602974,-34.9072378,madalena
89818398007ffff,-8.059215214336593,-34.90967686609026,madalena
89818398007ffff,-8.05909430366682,-34.90947507250035,madalena
89818398007ffff,-8.0603083,-34.909307,madalena
89818398007ffff,-8.059549954562579,-34.909702654077854,madalena
89818398007ffff,-8.0593713,-34.9096878,madalena
89818398007ffff,-8.05987860787963,-34.90977299013867,madalena
89818398007ffff,-8.059480614131871,-34.90950575884005,madalena
8981839800bffff,-8.059067766027422,-34.902715519109165,madalena
8981839800bffff,-8.058914003680774,-34.90245904322841,madalena
8981839800bffff,-8.058938980952236,-34.90253862309353,madalena
8981839800bffff,-8.0593100194524,-34.902481709622826,madalena
8981839800bffff,-8.058845890305024,-34.90260340020605,madalena
8981839800bffff,-8.0586999,-34.9027022,madalena
8981839800bffff,-8.058971961325641,-34.902147973675056,madalena
8981839800bffff,-8.061073173310383,-34.90258232349118,ilha do retiro
8981839800bffff,-8.058914990281748,-34.90270264772129,madalena
8981839800bffff,-8.058724538412427,-34.90258345437804,madalena
8981839800bffff,-8.058975807854349,-34.90331543121858,madalena
8981839800bffff,-8.058963020768926,-34.90199169743976,madalena
8981839800bffff,-8.058859944405377,-34.90271275040126,madalena
8981839800bffff,-8.059182661762405,-34.90292621876784,madalena
8981839800bffff,-8.058746254444813,-34.902636549974176,madalena
8981839800bffff,-8.059008166491267,-34.902487803120046,madalena
8981839800bffff,-8.058775793215943,-34.90211909187096,madalena
8981839800bffff,-8.058570239316701,-34.90260339128038,madalena
8981839800bffff,-8.058493477038388,-34.902581407886494,madalena
8981839800bffff,-8.058387282679975,-34.90205338365448,madalena
8981839800bffff,-8.059212078336953,-34.90229087715627,madalena
8981839800bffff,-8.058476087306914,-34.902913295014,madalena
8981839800bffff,-8.059074308862424,-34.902949613953204,madalena
8981839800bffff,-8.058837066687541,-34.90180387038834,madalena
8981839800bffff,-8.05893426457989,-34.90254447341312,madalena
8981839800bffff,-8.059056129380316,-34.90197642752492,madalena
8981839800bffff,-8.058743103211304,-34.90277174371491,madalena
8981839800bffff,-8.058997598031246,-34.902535307332585,madalena
8981839800bffff,-8.0581767,-34.9028085,madalena
8981839800bffff,-8.058858857582315,-34.902623549721,madalena
8981839800bffff,-8.058603816709528,-34.90244096808887,madalena
8981839800bffff,-8.058981979635309,-34.90241393582016,madalena
8981839800bffff,-8.059068207277537,-34.902422566065496,madalena
8981839800bffff,-8.05869188575547,-34.90258409952179,madalena
8981839800bffff,-8.059056300810258,-34.902526487973624,madalena
8981839800bffff,-8.058742461384057,-34.902715325023536,madalena
8981839800bffff,-8.058251974808245,-34.90224541187119,madalena
8981839800bffff,-8.058363154585237,-34.90252526818232,madalena
8981839800bffff,-8.059637475723386,-34.903848426790475,madalena
8981839800bffff,-8.059325081214915,-34.90239914753197,madalena
8981839800bffff,-8.058285580566515,-34.902494820306444,madalena
8981839800bffff,-8.058480808379118,-34.902018333222806,madalena
8981839800bffff,-8.0605797,-34.9030857,madalena
8981839800bffff,-8.058452466826049,-34.90231697396983,madalena
8981839800bffff,-8.061487987825181,-34.90276585479145,ilha do retiro
8981839800bffff,-8.059566141394262,-34.90381232985777,madalena
8981839800bffff,-8.061396196776629,-34.902518732584184,ilha do retiro
8981839800bffff,-8.05873308469488,-34.90285436873192,madalena
8981839800bffff,-8.058594473026147,-34.90194331496476,madalena
8981839800bffff,-8.058700459591549,-34.90272913577222,madalena
8981839800bffff,-8.05853804828285,-34.902722176639344,madalena
8981839800bffff,-8.058511299744843,-34.90308273180896,madalena
8981839800bffff,-8.05914713043271,-34.902344804258185,madalena
8981839800bffff,-8.058741832145369,-34.90237910381691,madalena
8981839800bffff,-8.058902342168032,-34.90217610476638,madalena
8981839800bffff,-8.059015673158648,-34.902412277776364,madalena
8981839800bffff,-8.05888176928985,-34.90264396192053,madalena
8981839800bffff,-8.058683641490687,-34.90255461968958,madalena
8981839800bffff,-8.058800915978814,-34.902265239461414,madalena
8981839800bffff,-8.058446916236722,-34.90216573315633,madalena
8981839800bffff,-8.059304860913125,-34.90241938441338,madalena
8981839800bffff,-8.058886677582063,-34.90250927869484,madalena
8981839800bffff,-8.058419203463059,-34.90258084426592,madalena
8981839800bffff,-8.059012364680676,-34.9026761772677,madalena
8981839800bffff,-8.058818486210033,-34.90258489361819,madalena
8981839800bffff,-8.058984345015084,-34.90232785469664,madalena
8981839800bffff,-8.05893169319904,-34.90219577882206,madalena
8981839800bffff,-8.058728001266548,-34.902117558746035,madalena
8981839800bffff,-8.058625696621876,-34.90237816599191,madalena
8981839800bffff,-8.0588609388136,-34.90290813188627,madalena
8981839800bffff,-8.059212067122631,-34.90227668855627,madalena
8981839800bffff,-8.058540270742467,-34.902899490541664,madalena
8981839800bffff,-8.058821282776988,-34.90241598028884,madalena
8981839800bffff,-8.058823328933356,-34.90231821096584,madalena
8981839800bffff,-8.059314870084663,-34.90294993068352,madalena
8981839800bffff,-8.058933629235547,-34.90262260569791,madalena
8981839800bffff,-8.058511000658838,-34.90265969918108,madalena
8981839800bffff,-8.0587013,-34.9020739,madalena
8981839800bffff,-8.059006615033383,-34.90264676032815,madalena
8981839800bffff,-8.058620875523728,-34.90260440748288,madalena
8981839800bffff,-8.058362466235305,-34.90240350777356,madalena
8981839800bffff,-8.0589166984243,-34.902452454128515,madalena
8981839800bffff,-8.059089861135343,-34.90239365019657,madalena
8981839800bffff,-8.058713259941294,-34.90229534421565,madalena
8981839800bffff,-8.059215703904298,-34.902689160029546,madalena
8981839800bffff,-8.05868434142515,-34.90286228711638,madalena
8981839800bffff,-8.0589892,-34.9020551,madalena
8981839800bffff,-8.059064551500658,-34.90220704843495,ilha do retiro
8981839800bffff,-8.058795953521036,-34.90257965726341,madalena
8981839800bffff,-8.059533697878793,-34.90382835050197,madalena
8981839800bffff,-8.0584126,-34.9026103,madalena
8981839800bffff,-8.058293441699357,-34.902417945428404,madalena
8981839800bffff,-8.058770096259076,-34.902532972982584,madalena
8981839800bffff,-8.05902560027983,-34.90256235322932,madalena
8981839800bffff,-8.059167590389402,-34.90227501797589,madalena
8981839800bffff,-8.05903139355524,-34.901994095065305,madalena
8981839800bffff,-8.058870871453934,-34.9023014557726,madalena
8981839800bffff,-8.058781470725615,-34.90253823981414,madalena
8981839800bffff,-8.058875052753741,-34.90234954694347,madalena
8981839800bffff,-8.058699241935486,-34.90289222629363,madalena
8981839800bffff,-8.058500447295321,-34.902563720297245,madalena
8981839800bffff,-8.05880072945606,-34.90288779890168,madalena
8981839800bffff,-8.059009572533459,-34.902522370447805,madalena
8981839800bffff,-8.05868140317097,-34.9029157460671,madalena
8981839800bffff,-8.059024737334543,-34.90233837095426,madalena
8981839800bffff,-8.058730258067994,-34.90217576303371,madalena
8981839800bffff,-8.059563741384673,-34.90393702965756,madalena
8981839800bffff,-8.058841316997944,-34.90247761085974,madalena
8981839800bffff,-8.058947593038639,-34.902521402427965,madalena
8981839800bffff,-8.059127398166506,-34.90264316080681,madalena
8981839800bffff,-8.05894921415595,-34.90234251868474,madalena
8981839800bffff,-8.058289575501574,-34.9031066334774,madalena
8981839800bffff,-8.058941481887992,-34.90246601685376,madalena
8981839800bffff,-8.058661483507034,-34.902839082559645,madalena
8981839800bffff,-8.058809815975915,-34.902683004065324,madalena
8981839800bffff,-8.059092262239016,-34.90199706643843,madalena
8981839800bffff,-8.059392044711176,-34.90241628192599,madalena
8981839800bffff,-8.058682954513998,-34.90269827998534,madalena
8981839800bffff,-8.058396158801107,-34.90209422172864,madalena
8981839800bffff,-8.059144052162369,-34.90228356877447,madalena
8981839800bffff,-8.058564808640453,-34.902324667658085,madalena
8981839800bffff,-8.058781431265981,-34.90215151313288,madalena
8981839800bffff,-8.058949009742424,-34.90242973974256,madalena
8981839800bffff,-8.058874738575453,-34.90257374728006,madalena
8981839800bffff,-8.058965704141949,-34.90252855917153,madalena
8981839800bffff,-8.058533369777525,-34.90264335731733,madalena
8981839800bffff,-8.059066695619876,-34.902686803811775,madalena
8981839800bffff,-8.058889178101802,-34.90279826454629,madalena
8981839800bffff,-8.058859838299842,-34.90263526997373,madalena
8981839800bffff,-8.05924964053134,-34.90219582170761,madalena
8981839800bffff,-8.0592972,-34.9018649,madalena
8981839800bffff,-8.058970655509127,-34.90258689512308,madalena
8981839800bffff,-8.058912709072905,-34.90244973997654,madalena
8981839800bffff,-8.058525667620714,-34.90229740850352,madalena
8981839800bffff,-8.05896124495115,-34.902712057676375,madalena
8981839800bffff,-8.058662696519349,-34.902123775708006,madalena
8981839800bffff,-8.059087830700832,-34.902302453698475,madalena
8981839800bffff,-8.059043539213128,-34.90261771768435,madalena
8981839800bffff,-8.0594568,-34.9023223,madalena
8981839800bffff,-8.058539081123797,-34.902753769277666,madalena
8981839800bffff,-8.058969557040996,-34.90281376125986,madalena
8981839800bffff,-8.05886564544116,-34.90240385168005,madalena
8981839800bffff,-8.058846167907905,-34.90236358673216,madalena
8981839800bffff,-8.059441335293169,-34.9040902600412,madalena
8981839800bffff,-8.058725057672808,-34.90260543586598,madalena
8981839800bffff,-8.05934617640704,-34.902362928953,madalena
8981839800bffff,-8.058731452148663,-34.90234237712687,madalena
8981839800bffff,-8.058960625096756,-34.90292093056708,madalena
8981839800bffff,-8.058328814146666,-34.90311398520404,madalena
8981839800bffff,-8.058800192449594,-34.90289973585849,madalena
8981839800bffff,-8.059498,-34.903746,madalena
8981839800bffff,-8.05963074288919,-34.90240260602403,madalena
8981839800bffff,-8.059011508845009,-34.9025959934886,madalena
8981839800bffff,-8.0608377,-34.901659,madalena
8981839800bffff,-8.05910795904915,-34.9025458238163,madalena
8981839800bffff,-8.058462390668238,-34.90206910516071,madalena
8981839800bffff,-8.058783226548291,-34.90243437056129,madalena
8981839800bffff,-8.058760379173625,-34.90240174476932,madalena
8981839800bffff,-8.058802422068139,-34.902577722716025,madalena
8981839800bffff,-8.0590253,-34.9029935,madalena
8981839800bffff,-8.0601988,-34.9019502,madalena
8981839800bffff,-8.058928213565325,-34.90238358222572,madalena
8981839800bffff,-8.058591593791762,-34.90245595259705,madalena
8981839800bffff,-8.05879091665097,-34.90228657035343,madalena
8981839800bffff,-8.059106766734796,-34.90254108131239,madalena
8981839800bffff,-8.05866420434178,-34.90239240763642,madalena
8981839800bffff,-8.058987442879275,-34.9026815949057,madalena
8981839800bffff,-8.059232526079283,-34.90266965964081,madalena
8981839800bffff,-8.059137313125028,-34.902792864343496,madalena
8981839800bffff,-8.059297,-34.9024917,madalena
8981839800bffff,-8.0597959,-34.9014242,madalena
8981839800bffff,-8.058792224959847,-34.902620155083184,madalena
8981839800bffff,-8.05893473476106,-34.902617021295065,madalena
8981839800bffff,-8.05890199383569,-34.901855900580394,madalena
8981839800bffff,-8.058653175481192,-34.90276582450748,madalena
8981839800bffff,-8.0590834041045,-34.90272909949537,madalena
8981839800bffff,-8.058528783029255,-34.90273884202759,madalena
8981839800bffff,-8.059097311988602,-34.90266702699806,madalena
8981839800bffff,-8.05879368072069,-34.90249072765165,madalena
8981839800bffff,-8.059225304451616,-34.902428519195794,madalena
8981839800bffff,-8.058410438061324,-34.902437718761284,madalena
8981839800bffff,-8.061372028827899,-34.90250031639201,ilha do retiro
8981839800bffff,-8.05875484055738,-34.90245597535837,madalena
8981839800bffff,-8.058609830066661,-34.90290055965399,madalena
8981839800bffff,-8.058932776608948,-34.902556692647465,madalena
8981839800bffff,-8.058271499311353,-34.90216584650082,madalena
8981839800bffff,-8.058667866167927,-34.90247788730979,madalena
